DATA_VALUE,TIME_COUNT,ID_LOGS,NOTE
1.65,285594,27,Fallback mode
1.65,286127,27,Fallback mode
1.65,286650,27,Fallback mode
1.65,287179,27,Fallback mode
1.65,287708,27,Fallback mode
1.65,288240,27,Fallback mode
1.65,288778,27,Fallback mode
1.65,289293,27,Fallback mode
1.65,289822,27,Fallback mode
1.65,290351,27,Fallback mode
1.65,290882,27,Fallback mode
1.65,291414,27,Fallback mode
1.65,291937,27,Fallback mode
1.65,292465,27,Fallback mode
1.65,292994,27,Fallback mode
1.65,293531,27,Fallback mode
1.65,294051,27,Fallback mode
1.78,294580,27,Fallback mode
2.34,295109,27,Fallback mode
2.94,295637,27,Fallback mode
2.94,296168,27,Fallback mode
2.94,296695,27,Fallback mode
2.94,297224,27,Fallback mode
2.94,297752,27,Fallback mode
2.94,298281,27,Fallback mode
2.94,298810,27,Fallback mode
2.96,299338,27,Fallback mode
2.92,299867,27,Fallback mode
-1,0,28,Malformed or unreadable data
-1,0,29,Malformed or unreadable data
2.89,44245,29,SQL INSERT FAILED
2.89,59366,29,Fallback mode
2.89,59670,29,Fallback mode
2.89,59974,29,Fallback mode
2.89,60290,29,Fallback mode
2.89,60597,29,Fallback mode
2.90,60910,29,Fallback mode
2.89,61227,29,Fallback mode
2.89,61535,29,Fallback mode
2.89,61847,29,Fallback mode
2.89,62275,29,Fallback mode
2.89,62583,29,Fallback mode
2.89,62896,29,Fallback mode
2.89,63212,29,Fallback mode
2.89,63524,29,Fallback mode
2.89,63837,29,Fallback mode
2.89,64150,29,Fallback mode
2.89,64467,29,Fallback mode
2.89,64776,29,Fallback mode
2.89,65090,29,Fallback mode
2.89,65402,29,Fallback mode
2.89,65712,29,Fallback mode
2.89,66026,29,Fallback mode
2.89,66347,29,Fallback mode
2.89,66658,29,Fallback mode
2.89,66970,29,Fallback mode
2.89,67279,29,Fallback mode
2.89,67589,29,Fallback mode
2.89,68007,29,Fallback mode
2.89,68326,29,Fallback mode
2.89,68637,29,Fallback mode
2.89,68962,29,Fallback mode
2.89,69279,29,Fallback mode
2.89,69591,29,Fallback mode
2.89,69902,29,Fallback mode
2.89,70219,29,Fallback mode
2.89,70531,29,Fallback mode
2.89,70850,29,Fallback mode
2.89,71156,29,Fallback mode
2.89,71469,29,Fallback mode
2.89,71778,29,Fallback mode
2.89,72088,29,Fallback mode
2.89,72407,29,Fallback mode
2.89,72724,29,Fallback mode
2.89,73036,29,Fallback mode
2.89,73345,29,Fallback mode
2.89,73657,29,Fallback mode
2.89,73968,29,Fallback mode
2.89,74282,29,Fallback mode
2.89,74596,29,Fallback mode
2.89,74912,29,Fallback mode
2.89,75222,29,Fallback mode
2.89,75534,29,Fallback mode
2.89,75843,29,Fallback mode
2.89,76156,29,Fallback mode
2.89,76466,29,Fallback mode
2.89,76775,29,Fallback mode
2.89,77086,29,Fallback mode
2.89,77395,29,Fallback mode
2.89,77711,29,Fallback mode
2.89,78039,29,Fallback mode
2.89,78349,29,Fallback mode
2.89,78658,29,Fallback mode
2.89,78997,29,Fallback mode
2.89,79302,29,Fallback mode
2.89,79615,29,Fallback mode
2.89,79924,29,Fallback mode
2.89,80238,29,Fallback mode
2.89,80553,29,Fallback mode
2.89,80873,29,Fallback mode
2.89,81256,29,Fallback mode
2.89,81779,29,Fallback mode
2.89,82308,29,Fallback mode
2.89,82841,29,Fallback mode
2.89,83365,29,Fallback mode
2.89,83893,29,Fallback mode
2.89,84422,29,Fallback mode
2.89,84952,29,Fallback mode
2.89,85486,29,Fallback mode
2.89,86011,29,Fallback mode
2.89,86539,29,Fallback mode
2.89,87066,29,Fallback mode
2.89,87594,29,Fallback mode
2.89,88126,29,Fallback mode
2.89,88657,29,Fallback mode
2.89,89185,29,Fallback mode
2.89,89711,29,Fallback mode
2.89,90244,29,Fallback mode
2.89,90766,29,Fallback mode
2.89,91299,29,Fallback mode
2.89,91823,29,Fallback mode
2.89,92356,29,Fallback mode
2.89,92881,29,Fallback mode
2.89,93412,29,Fallback mode
2.89,93939,29,Fallback mode
2.89,94473,29,Fallback mode
2.89,94997,29,Fallback mode
2.89,95530,29,Fallback mode
2.89,96052,29,Fallback mode
2.89,96585,29,Fallback mode
2.89,97109,29,Fallback mode
2.89,97638,29,Fallback mode
2.89,98171,29,Fallback mode
2.89,98695,29,Fallback mode
2.89,99224,29,Fallback mode
2.89,99752,29,Fallback mode
2.89,100281,29,Fallback mode
2.89,100810,29,Fallback mode
2.89,101339,29,Fallback mode
2.89,101867,29,Fallback mode
2.90,102396,29,Fallback mode
2.89,102925,29,Fallback mode
2.89,103453,29,Fallback mode
2.89,103982,29,Fallback mode
2.89,104511,29,Fallback mode
2.89,105040,29,Fallback mode
2.89,105568,29,Fallback mode
2.89,106097,29,Fallback mode
2.89,106626,29,Fallback mode
2.89,107154,29,Fallback mode
2.89,107683,29,Fallback mode
2.89,108212,29,Fallback mode
2.89,108740,29,Fallback mode
2.89,109269,29,Fallback mode
2.89,109798,29,Fallback mode
2.89,110326,29,Fallback mode
2.89,110855,29,Fallback mode
2.89,111386,29,Fallback mode
2.89,111918,29,Fallback mode
2.89,112441,29,Fallback mode
2.89,112970,29,Fallback mode
2.89,113498,29,Fallback mode
2.89,114027,29,Fallback mode
2.89,114558,29,Fallback mode
2.89,115090,29,Fallback mode
2.89,115613,29,Fallback mode
2.89,116142,29,Fallback mode
2.89,116670,29,Fallback mode
2.89,117199,29,Fallback mode
2.89,117728,29,Fallback mode
2.89,118256,29,Fallback mode
2.89,118785,29,Fallback mode
2.90,119319,29,Fallback mode
2.89,119842,29,Fallback mode
2.89,120372,29,Fallback mode
2.89,120900,29,Fallback mode
2.89,121428,29,Fallback mode
2.89,121957,29,Fallback mode
2.89,122485,29,Fallback mode
2.89,123014,29,Fallback mode
2.89,123543,29,Fallback mode
2.89,124071,29,Fallback mode
2.76,124600,29,Fallback mode
2.34,125128,29,Fallback mode
2.11,125657,29,Fallback mode
1.90,126192,29,Fallback mode
1.74,126714,29,Fallback mode
1.59,127247,29,Fallback mode
1.47,127772,29,Fallback mode
0.86,128300,29,Fallback mode
0.75,128828,29,Fallback mode
0.28,129356,29,Fallback mode
0.00,129881,29,Fallback mode
0.00,130407,29,Fallback mode
0.00,130933,29,Fallback mode
0.28,131461,29,Fallback mode
0.35,131989,29,Fallback mode
0.44,132516,29,Fallback mode
0.62,133044,29,Fallback mode
0.65,133571,29,Fallback mode
0.80,134110,29,Fallback mode
0.93,134628,29,Fallback mode
1.04,135157,29,Fallback mode
1.08,135685,29,Fallback mode
1.12,136214,29,Fallback mode
1.25,136743,29,Fallback mode
1.40,137271,29,Fallback mode
1.44,137800,29,Fallback mode
1.59,138329,29,Fallback mode
1.72,138857,29,Fallback mode
1.88,139386,29,Fallback mode
2.17,139915,29,Fallback mode
2.62,140444,29,Fallback mode
2.68,140972,29,Fallback mode
2.89,141501,29,Fallback mode
2.90,142030,29,Fallback mode
2.90,142558,29,Fallback mode
2.90,143087,29,Fallback mode
2.90,143616,29,Fallback mode
2.90,144145,29,Fallback mode
2.90,144673,29,Fallback mode
2.90,145203,29,Fallback mode
2.90,145731,29,Fallback mode
2.90,146259,29,Fallback mode
2.90,146788,29,Fallback mode
2.90,147317,29,Fallback mode
2.90,147845,29,Fallback mode
2.90,148374,29,Fallback mode
2.90,148910,29,Fallback mode
2.90,149432,29,Fallback mode
2.90,149960,29,Fallback mode
2.90,150489,29,Fallback mode
2.90,151018,29,Fallback mode
2.90,151546,29,Fallback mode
2.90,152075,29,Fallback mode
2.90,152604,29,Fallback mode
2.90,153133,29,Fallback mode
2.90,153661,29,Fallback mode
2.90,154190,29,Fallback mode
2.90,154719,29,Fallback mode
2.90,155248,29,Fallback mode
2.90,155776,29,Fallback mode
2.90,156305,29,Fallback mode
2.90,156834,29,Fallback mode
2.90,157362,29,Fallback mode
2.90,157891,29,Fallback mode
2.90,158420,29,Fallback mode
2.90,158948,29,Fallback mode
2.90,159477,29,Fallback mode
2.90,160006,29,Fallback mode
2.90,160534,29,Fallback mode
2.90,161063,29,Fallback mode
2.90,161592,29,Fallback mode
2.90,162121,29,Fallback mode
2.90,162649,29,Fallback mode
2.90,163178,29,Fallback mode
2.90,163707,29,Fallback mode
2.90,164235,29,Fallback mode
2.90,164764,29,Fallback mode
2.90,165293,29,Fallback mode
2.90,165824,29,Fallback mode
2.90,166350,29,Fallback mode
2.90,166879,29,Fallback mode
2.90,167407,29,Fallback mode
2.90,167936,29,Fallback mode
2.90,168465,29,Fallback mode
2.90,168993,29,Fallback mode
2.90,169522,29,Fallback mode
2.90,170059,29,Fallback mode
2.90,170580,29,Fallback mode
2.90,171108,29,Fallback mode
2.90,171637,29,Fallback mode
2.90,172166,29,Fallback mode
2.90,172694,29,Fallback mode
2.90,173223,29,Fallback mode
2.90,173752,29,Fallback mode
2.90,174280,29,Fallback mode
2.90,174809,29,Fallback mode
2.90,175338,29,Fallback mode
2.90,175866,29,Fallback mode
2.90,176396,29,Fallback mode
2.90,176924,29,Fallback mode
2.90,177452,29,Fallback mode
2.90,177981,29,Fallback mode
2.90,178510,29,Fallback mode
2.90,179038,29,Fallback mode
2.90,179567,29,Fallback mode
2.90,180098,29,Fallback mode
2.90,180624,29,Fallback mode
2.90,181154,29,Fallback mode
2.90,181682,29,Fallback mode
2.90,182211,29,Fallback mode
2.90,182739,29,Fallback mode
2.90,183268,29,Fallback mode
2.90,183797,29,Fallback mode
2.90,184325,29,Fallback mode
2.90,184854,29,Fallback mode
2.90,185383,29,Fallback mode
2.90,185911,29,Fallback mode
2.90,186440,29,Fallback mode
2.90,186969,29,Fallback mode
2.90,187498,29,Fallback mode
2.90,188026,29,Fallback mode
2.90,188555,29,Fallback mode
2.90,189086,29,Fallback mode
2.90,189612,29,Fallback mode
2.90,190141,29,Fallback mode
2.90,190670,29,Fallback mode
2.90,191198,29,Fallback mode
2.90,191727,29,Fallback mode
2.90,192256,29,Fallback mode
2.90,192785,29,Fallback mode
2.90,193313,29,Fallback mode
2.90,193842,29,Fallback mode
2.90,194371,29,Fallback mode
2.90,194901,29,Fallback mode
2.90,195428,29,Fallback mode
2.90,195957,29,Fallback mode
2.90,196485,29,Fallback mode
2.90,197028,29,Fallback mode
2.90,197543,29,Fallback mode
2.90,198072,29,Fallback mode
2.90,198607,29,Fallback mode
2.90,199129,29,Fallback mode
2.90,199657,29,Fallback mode
2.90,200186,29,Fallback mode
2.90,200715,29,Fallback mode
2.90,201243,29,Fallback mode
2.90,201777,29,Fallback mode
2.90,202301,29,Fallback mode
2.90,202832,29,Fallback mode
2.90,203358,29,Fallback mode
2.90,203887,29,Fallback mode
2.90,204416,29,Fallback mode
2.90,204944,29,Fallback mode
2.90,205473,29,Fallback mode
2.90,206003,29,Fallback mode
2.90,206531,29,Fallback mode
2.90,207059,29,Fallback mode
2.90,207588,29,Fallback mode
2.90,208119,29,Fallback mode
2.90,208645,29,Fallback mode
2.90,209174,29,Fallback mode
2.90,209718,29,Fallback mode
2.90,210232,29,Fallback mode
2.90,210760,29,Fallback mode
2.90,211289,29,Fallback mode
2.90,211819,29,Fallback mode
2.89,212346,29,Fallback mode
2.42,212875,29,Fallback mode
2.42,213404,29,Fallback mode
1.77,213933,29,Fallback mode
1.31,214461,29,Fallback mode
0.79,214989,29,Fallback mode
0.95,215518,29,Fallback mode
2.06,216046,29,Fallback mode
2.45,216575,29,Fallback mode
2.90,217104,29,Fallback mode
2.90,217634,29,Fallback mode
2.89,218161,29,Fallback mode
2.89,218690,29,Fallback mode
2.90,219218,29,Fallback mode
2.90,219747,29,Fallback mode
2.90,220276,29,Fallback mode
2.90,220805,29,Fallback mode
2.89,221333,29,Fallback mode
2.72,221862,29,Fallback mode
2.72,222391,29,Fallback mode
2.72,222919,29,Fallback mode
2.72,223448,29,Fallback mode
2.72,223977,29,Fallback mode
2.72,224505,29,Fallback mode
2.72,225034,29,Fallback mode
2.60,225563,29,Fallback mode
1.48,226092,29,Fallback mode
0.78,226619,29,Fallback mode
0.38,227147,29,Fallback mode
